Name,Type,km/s,MB,Diam kpc,SGX,SGY,SGZ,Log Lum
N 6000,6,2029,26.55,18.5,-25.6,8.4,13.5,0
U10054,8,1725,21.07,20.9,20.1,13,9.2,9.7
U10058,9,2282,45.89,13.1,-2.2,23.8,24.7,0
U10061,10,2182,45.89,21.3,-7.5,21.8,23.8,0
N 6015,6,1048,33.41,26.1,9.4,11.2,9.7,10.21
U10086,13,2400,46.75,7.3,-7.9,23.3,26.1,9.62
U10095,10,2055,42.16,11.8,8.5,21.4,20.9,0
U10133,5,1978,45.04,23.9,-13.8,16.4,21.4,9.96
1559+18,13,2638,48.68,9,-6.9,24.6,29,9.45
N 6035,5,2357,49.05,12.3,-5,22.5,26.5,9.56
1604+41,13,2221,45.48,7.8,6.9,22.2,23.6,9.35
U10200,13,2137,45.47,8.4,6.7,21.5,22.9,9.76
N 6070,6,2058,46.63,31.9,-14.5,15.7,22.7,10.48
U10288,5,2099,47.29,34,-15,15.3,23.2,10.15
U10290,9,2039,47.73,18.9,-14.2,15.1,22.8,9.77
U10310,10,917,44.65,13.4,4.9,10.1,11.1,9.2
N 6106,5,1542,50.93,16.5,-8.7,12.8,19,10.02
1616-60,10,440,7.81,7.1,-7.1,-1,1,0
N 6118,6,1629,48.11,31.9,-12.7,11.2,18.9,10.44
N 6140,5,1147,34.01,36.9,10.9,10.8,10.4,10.01
U10419,10,2786,54.42,18.7,-0.2,23.3,32.6,0
N 6181,5,2515,55.85,23.6,-5,20,30.4,10.56
1634+52,13,2883,44.19,6,16.5,24.3,28.6,9.34
N 6217,4,1592,25.13,25.1,17.9,12.1,10.1,10.27
1638+37,13,2100,53.22,0,5.1,18.1,25.1,9.26
N 6207,5,1048,53.94,13.2,2.8,9.9,14.1,10.01
1643-57,13,694,12.25,12.1,-10.5,-1.8,2.3,0
N 6236,6,1525,31.48,18.4,15.5,12.4,12.2,10.08
N 6215,5,1406,11.17,13.8,-19.7,-3.8,4,10.53
N 6248,6,1364,31.9,16.7,14.1,11.2,11.2,9.76
N 6221,5,1332,11.07,23.8,-18.7,-3.7,3.7,10.61
N 6239,3,1160,52.01,11.6,5,10.5,14.9,9.76
N 6255,5,1124,56.14,15,3,9.8,15.2,9.64
U10608,8,1325,45.72,8,9,11.6,15,8.81
1654-60,5,980,10.59,25.3,-14.1,-3.1,2.7,0
U10669,10,682,32.64,5.1,7.8,6,6.3,0
1702-62,5,1353,9.37,19.9,-18.7,-4.7,3.2,0
1706-77,5,2730,-4.35,46,-34.1,-13.2,-2.8,0
U10736,8,735,33.69,10,8.1,6.2,6.8,9.09
N 6340,0,1441,31.34,20.6,15.3,10.9,11.4,10.18
N 6300,5,958,9.19,21.3,-13.6,-3.8,2.3,10.32
N 6305,-2,2631,12.6,15.7,-33.9,-8.5,7.8,0
1713-57,9,952,13.79,0,-13.5,-3.2,3.4,0
N 6339,6,2336,57.1,28.5,8.7,16.1,28.3,10.13
U10792,10,1481,28.91,13.1,16.3,10.9,10.8,0
U10805,9,1715,67.01,15.8,-4.5,9,23.6,9.1
U10806,8,1175,50.66,11.5,7.5,9.2,14.5,9.5
U10822,-5,-31,44.21,1.8,0.1,0,0.1,5.47
N 6368,3,2920,68.26,37,-8.6,12.5,38,10.7
U10862,5,1834,67.22,25.9,-7.4,7.3,24.8,9.93
N 6395,5,1415,33,13.2,14.9,10.4,11.8,10.02
N 6384,4,1805,68.02,48.2,-7.3,6.8,24.6,10.72
N 6412,5,1573,28.91,16.5,17.4,11,11.4,10.07
1742-64,10,162,8.64,1.9,-2.8,-1,0.5,8.62
1742+40,13,1800,60.5,0,7.6,10.6,23.1,9.32
U10991,10,1712,37.15,12.6,16.6,11.5,15.3,0
U11000,13,900,64.87,3.8,3.2,5.3,13.1,8.99
N 6503,6,305,34.6,8.7,4.2,2.7,3.5,9.65
U11074,7,2059,73.87,22.2,-6.8,4.4,28.1,9.84
N 6509,6,1974,73.45,15.6,-6.9,4.1,27.1,10.13
U11093,5,2122,74.35,23.7,-6.9,4.2,29,10.19
U11105,8,2435,76.64,25,0.3,7.9,33.3,9.74
U11113,6,2547,76.08,19.8,1.3,8.5,34.6,9.66
N 6555,5,2424,78.53,22.8,-1.8,6.5,33.3,10.53
U11124,6,1852,67.46,20.4,6.3,8.2,24.8,9.85
N 6570,9,2478,79.27,19.1,-3.6,5.4,33.9,10.31
N 6438,-5,2220,-11.13,22.6,-26.3,-12.8,-5.8,10.28
U11141,8,2426,78.92,22.7,-4.5,4.7,33.2,9.85
N 6574,4,2509,79.57,15.3,-3.1,5.5,34.4,10.5
1809-85,10,2303,-11.13,20.8,-27.3,-13.3,-6,0
U11152,8,2935,79.43,24.8,-1.2,7.3,39.7,10.08
1811-58,5,2664,15.67,22,-32.1,-12.4,9.7,0
U11193,10,1786,34.33,12.2,18.6,10.9,14.7,9.27
N 6643,5,1744,30.9,25.3,19.1,10.7,13.1,10.51
U11220,10,1706,63.82,11.6,8.4,7.1,22.3,0
1823-67,9,593,7.19,8.1,-8.1,-3.6,1.1,9.33
N 6654,0,2063,32.33,23.3,21.8,12.2,15.8,10.24
1828-57,7,2622,16.51,18.4,-30.9,-13.3,10,0
1830-58,6,2134,15.71,38.7,-25.4,-11.1,7.8,10.51
N 6667,2,2847,37.56,34.6,27.3,15.3,24.1,10.54
U11283,8,2230,56.13,21.2,14.8,9.5,26.1,9.87
N 6689,7,750,35.07,11.8,8.8,4.8,7,9.68
U11332,7,1824,32.04,16.2,19.8,10.5,14,0
N 6684,-2,741,9.13,11.8,-9.7,-4.7,1.7,9.82
N 6703,-2,2591,60.08,30.4,15.6,8.7,31.1,10.42
1847-64,10,870,9.5,9.6,-11.1,-5.5,2.1,0
1850-64,10,657,9.52,4.5,-8.5,-4.3,1.6,0
N 6707,3,2676,20.5,17.7,-30,-14.9,12.5,0
N 6708,-2,2539,20.6,11.5,-29.7,-14.9,12.5,0
1852-541,-2,2991,20.1,12.5,-30.3,-15.2,12.4,0
1852-542,-5,2535,20.02,20.8,-29.8,-15,12.2,10.49
1852-543,-2,2675,19.77,13.6,-30.1,-15.2,12.1,10.29
1902-59,5,1740,14.81,13.7,-20.1,-10.7,6,0
N 6744,4,717,10.42,59.2,-9,-4.8,1.9,10.75
N 6764,4,2691,54.65,23.8,19.7,8.3,30.2,10.41
1908-62,10,823,12.15,10.3,-10.1,-5.5,2.5,0
1911-54,5,2615,19.53,23.3,-28.4,-16.1,11.6,10.51
1911-62,10,772,11.85,7.5,-9.5,-5.3,2.3,0
1927-17,10,30,55.54,0.6,-0.3,-0.3,0.6,0
1931-57,5,1819,16.31,17,-19.8,-12.4,6.8,0
1931-61,10,1687,12.86,9.9,-18.8,-11.5,5,0
1938-58,10,1831,14.88,9.3,-19.8,-12.8,6.3,0
N 6810,1,1900,14.99,18.5,-20.5,-13.3,6.5,10.44
1939-60,4,2409,13.04,13.9,-26.1,-16.7,7.2,0
N 6814,4,1698,61.44,33.3,-6.8,-8.5,20,10.36
1941-54,-5,2457,19.16,25.5,-25.3,-17.2,10.6,10.41
N 6821,7,1680,64.38,9.2,-5.5,-8,20.3,0
N 6822,10,66,57.11,3.5,-0.3,-0.3,0.6,8.42
1945-18,9,1842,53.77,16.4,-9.6,-10.7,19.7,0
1950-58,5,2050,14.61,34.8,-21.6,-14.8,6.8,0
N 6835,1,1718,58.14,15.3,-6.9,-9.8,19.3,9.98
N 6836,9,1762,58.02,10.9,-7.1,-10.1,19.8,0
2002-48,-5,2890,23.98,12.4,-25.2,-20.6,14.5,0
N 6861,-5,2819,23.95,20.7,-25.1,-20.7,14.5,10.51
2004-48,-2,2495,24.06,17.6,-24.7,-20.6,14.3,0
2005-62,3,703,11.07,6.1,-7.9,-5.6,1.9,0
N 6868,-5,2723,23.81,24.9,-24.9,-20.9,14.3,10.62
2006-06,10,1588,61.34,17.2,-3.8,-9.3,18.4,0
N 6870,2,2718,23.87,21.8,-24.9,-20.9,14.3,10.2
N 6887,4,2630,19.26,25,-24.9,-20.5,11.3,10.5
N 6890,3,2450,26.63,13,-20.8,-19.3,14.3,10.02
2015-39,7,2727,31.62,11.3,-21.1,-21.4,18.5,9.9
2019-44,7,2955,27.11,17.8,-24.4,-23.7,17.4,9.75
2020-44,-2,2927,26.96,23.2,-24.2,-23.6,17.2,10.32
N 6902,0,2754,27.23,66.7,-22.6,-22.2,16.3,10.33
U11557,8,1684,42.64,20.8,17,3.5,16,10.02
N 6909,-5,2649,23.92,21,-22.7,-21.6,13.9,10.18
2028-48,7,2392,22.24,20,-20.8,-19.8,11.8,0
2030-53,5,2503,18.1,18.9,-23,-20.6,10.1,0
N 6925,4,2847,36.73,38.5,-17.7,-23.4,21.9,10.84
N 6946,6,338,41.97,23.9,4,0.7,3.7,10.5
N 6951,4,1707,36.79,31.7,18.7,4.6,14.4,10.48
2038-65,10,1499,6.15,6.4,-15.7,-12,2.1,0
N 6943,6,2972,3.32,35.1,-31.3,-22.8,2.2,10.73
2041-46,5,2667,23.55,19,-21.5,-23,13.7,0
2042-46,5,2702,23.55,13.2,-21.7,-23.4,13.9,0
2044-13,10,11,50.25,0.4,-0.1,-0.4,0.5,0
N 6958,-5,2760,30.07,22.7,-18.8,-24.2,17.7,10.4
2047-69,7,459,2.6,7,-5.3,-4,0.3,9.28
2053-55,7,2019,14.12,10.7,-18.4,-17.5,6.4,0
U11651,8,1804,59.73,20.8,9.3,-7.4,20.4,9.9
2056-72,3,2942,-0.75,29.2,-31.3,-22.3,-0.5,0
2059-17,4,1605,44.8,17.9,-4.5,-13.8,14.4,0
N 7013,0,1051,57.31,19.9,6.5,-4.1,11.9,10.02
N 7007,-2,2897,16.17,20.7,-24.7,-26,10.4,10.16
2103-55,10,1291,13.99,11.3,-11.5,-11.6,4.1,0
N 7020,-2,2915,6.08,30.9,-28.4,-24.5,4,10.37
N 7029,-5,2832,18.32,20.1,-22.5,-26.1,11.4,10.24
2112-65,5,1741,5.16,11.9,-17.1,-14.8,2,0
U11707,8,1187,55.8,16,6.9,-5.5,13,9.22
N 7041,-2,1889,18.64,18.4,-14.6,-17.7,7.7,10.16
N 7049,-2,2154,18.24,27.4,-16.6,-20.2,8.6,10.36
2119-45,4,2641,20.02,24.6,-19,-25.3,11.5,10.53
N 7059,4,1657,8.31,14.4,-15.1,-14.9,3.1,9.69
2125-38,5,2587,25.49,20.1,-15.1,-25.5,14.1,10.19
N 7064,5,811,13.93,9,-6.7,-7.8,2.6,9.28
N 7070,6,2385,21.27,19.5,-15.8,-23.4,11,10.04
N 7077,-5,1050,49.62,3.1,1.7,-8.4,10.1,8.88
N 7079,-2,2664,20.28,16.8,-18,-26.2,11.8,10.26
N 7083,5,2995,4.65,32.8,-28.2,-26.3,3.1,10.73
N 7090,5,798,11.84,14.6,-6.7,-7.7,2.1,10.06
U11782,9,1343,49.66,11.4,4.1,-10.2,13,9.17
N 7097,-5,2398,20.49,15.1,-15.2,-24.1,10.6,10.16
N 7096,1,2844,4.25,16.1,-26.5,-25.2,2.7,10.32
N 7107,8,2180,18.57,14.5,-14.5,-21.8,8.8,10
N 7098,1,2210,-4.48,32.3,-23.3,-17.2,-2.3,0
2144-35,-2,2644,24.97,15.6,-12.9,-27.3,14.1,9.92
N 7125,5,2986,6.06,31.4,-26.4,-27.6,4.1,10.29
N 7126,2,2910,6.12,21.9,-25.7,-27,4,10.13
2145-81,5,2368,-9.55,30.2,-26,-16.6,-5.2,0
N 7137,5,1952,48.67,12.4,11.1,-12.2,18.8,9.92
N 7135,-2,2751,24.61,25.3,-13.3,-28.6,14.5,10.2
U11820,9,1354,47.93,8,5.8,-9.9,12.7,0
N 7141,1,2928,9.6,45.9,-23.7,-28.3,6.2,0
N 7144,-5,1961,14.85,25.3,-13.7,-19.7,6.4,10.34
N 7145,-5,1883,15.04,17.4,-13,-19,6.2,10.12
2150-57,10,1751,7.93,13.1,-14.7,-16.8,3.1,0
N 7154,10,2648,23.81,20.4,-12.4,-27.8,13.4,0
N 7155,-2,1850,13.54,15.1,-13.2,-18.7,5.5,9.82
2154-60,10,1587,5.63,5.4,-13.8,-15,2,0
U11861,8,1760,26.99,36.8,21.5,5,11.2,10.54
N 7162,5,2255,17.44,19.9,-13.6,-23.4,8.5,9.94
U11868,9,1357,46.02,13.6,7.1,-9.6,12.4,0
2157-43,9,2264,17.45,21.7,-13.6,-23.6,8.6,9.89
N 7166,-2,2395,17.24,17.6,-14.5,-25,9,10.02
N 7177,3,1442,45.6,15.9,7.5,-10.3,13,10.09
N 7171,3,2770,35.66,22.3,-1.6,-28.1,20.2,10.2
N 7168,-5,2728,11.3,20.3,-20.1,-27.5,6.8,10.13
N 7172,2,2698,24.68,17.8,-10.9,-28.8,14.2,10.23
N 7173,-5,2547,24.6,12.1,-10.3,-27.2,13.3,9.98
N 7174,3,2824,24.59,13.5,-11.4,-30.2,14.8,10.03
N 7176,-5,2571,24.59,12.3,-10.4,-27.4,13.4,10.05
2159-54,10,1654,9.62,10.4,-12.7,-16.4,3.5,0
2159-12,8,2868,35.99,20,-0.9,-29.1,21.1,0
N 7180,-2,1451,31.48,7.3,-2.7,-15,9.3,9.36
2159-51,10,74,11.54,1.2,-0.6,-0.8,0.2,7.67
N 7184,5,2727,31.25,42.8,-5.3,-28.7,17.7,10.73
U11880,12,1671,45.28,10.5,9.3,-11.6,15,9.4
2200-34,2,2621,23.22,15.3,-11.4,-28,13,10.18
N 7179,4,2774,2.41,15.6,-25.1,-25.3,1.5,0
U11891,10,756,41.31,15.3,7.5,-2.5,6.9,9.59
N 7196,-5,2959,11.98,19.8,-20.8,-30.3,7.8,10.32
N 7192,-5,2761,2.07,17.7,-25,-25.3,1.3,10.41
N 7200,-5,2890,11.92,13.9,-20.2,-29.7,7.6,0
N 7204,13,2680,24.38,14.7,-10,-28.8,13.8,0
U11909,12,1404,39.59,17.6,14.1,-3.6,12,10.38
N 7205,4,1605,6.7,16.2,-13,-15.7,2.4,10.3
N 7217,2,1228,43.52,17.8,9.5,-6.6,11,10.34
N 7213,1,1745,13.58,13.5,-11.3,-18.1,5.2,10.34
N 7218,6,1783,32,13.5,-1.7,-18.6,11.7,10.03
2207-19,10,1848,30.85,12,-2.6,-19.4,11.7,9.31
2207-46,2,2695,14.1,20.9,-17,-28.4,8.3,0
2209-62,5,1595,3.1,10.8,-13.9,-15.1,1.1,0
U11944,10,1985,42.93,13.9,10.9,-14.7,17.1,0
2210-46,-2,1972,13.82,15.2,-12.2,-20.7,5.9,9.94
2211-67,5,1615,-0.29,15.9,-15.1,-14.6,-0.1,0
N 7232,-2,1774,13.63,13,-10.9,-18.7,5.3,9.73
N 7233,0,1805,13.6,9.9,-11.1,-19.1,5.3,0
2212-45,9,2016,13.7,12.6,-12.3,-21.3,6,0
2212-64,5,2943,1.25,22.1,-26.3,-27.2,0.8,0
2213-47,5,2714,12.67,14,-17.2,-28.7,7.5,0
2213-21,3,2712,28.23,22.7,-4.7,-29.4,16,0
2214-21,10,2668,28.25,17.5,-4.5,-28.9,15.7,9.56
2214-45,10,1798,13.92,7.9,-10.7,-19,5.4,0
2217-80,5,1620,-9.39,15.2,-17.6,-12.1,-3.5,0
2218-46,6,886,12.74,19.4,-5.3,-9.4,2.4,9.86
2219-48,10,664,11.11,3.2,-4.3,-7,1.6,0
2220-42,7,2416,14.79,19.5,-13,-26.2,7.7,0
N 7280,-2,2090,39.29,15.3,11.6,-16.7,16.6,9.91
2224+15,10,2158,39.22,7.9,11.9,-17.2,17.1,9.1
N 7292,10,1269,39.24,10.9,10,-7.6,10.3,9.57
2228-00,13,1737,34.53,0,4.6,-17,12.1,0
U12060,10,1168,38.47,9.7,10,-6.4,9.4,9.03
N 7302,-2,2713,28.58,16.7,0.1,-29.6,16.1,10.03
U12069,8,2631,23.27,25.2,32,8.3,14.2,10.02
U12074,13,2100,36.25,6.1,8.9,-19,15.4,9.5
N 7307,5,2077,14.07,20.4,-10.2,-22.9,6.3,10.1
U12082,9,1081,37.78,13.8,9.1,-6.1,8.5,8.96
N 7314,4,1499,22.04,20.3,-3.2,-16.7,6.9,10.26
N 7320,7,1066,37.32,7.3,9.2,-5.9,8.4,9.31
2233-03,9,1867,32.2,14.7,4.3,-18.9,12.2,9.65
N 7331,4,1099,37.04,36.7,9.7,-6,8.6,10.63
N 7332,-2,1451,37.36,15.9,10.2,-10.3,11.1,10.02
N 7339,4,1536,37.27,12.4,10.8,-10.9,11.7,9.85
N 7343,3,1495,36.77,6.7,12.9,-8.2,11.5,9.21
2236-05,10,995,30.91,4.6,1.9,-10.1,6.1,8.66
2238-45,3,2797,10.27,13.4,-15.8,-30.8,6.3,0
U12151,10,1939,32.1,19.5,5.8,-19.3,12.7,0
2239-45,1,1716,10.62,17.5,-9.3,-18.8,3.9,10.05
N 7361,5,1306,18.68,13,-3.5,-14.6,5.1,9.68
2240-40,9,2151,13.2,24.9,-9.8,-24.1,6.1,0
N 7363,7,1108,35.8,6.6,9.7,-6.2,8.3,8.9
U12178,8,2142,32.95,22.4,9.1,-20.3,14.4,9.88
N 7371,0,2526,26.91,13.7,2.5,-27.7,14.1,10.12
2243-65,7,2243,-1.6,20.2,-19.4,-21.3,-0.8,0
2247-89,12,2305,-15.3,19.9,-26.5,-13.7,-8.2,0
U12212,9,1163,34.5,10.7,9.5,-7.6,8.3,0
U12221,7,2302,19.27,20.7,28.5,10.4,10.6,10.01
N 7410,-2,1633,11.42,23.5,-7,-18.5,4,10.3
N 7412,3,1706,9.73,24.6,-8.2,-19.1,3.6,10.12
N 7416,3,2927,26.8,26.5,6.6,-31.8,16.4,10.4
N 7418,6,1453,12.54,17.7,-5.4,-16.5,3.9,9.96
2253-36,5,1671,12.94,18,-6,-19.1,4.6,0
2253-37,5,2059,12.65,18.5,-7.6,-23.6,5.6,0
2254-430,7,917,9.42,9.9,-4.4,-10.2,1.8,0
2254-434,0,1701,9.1,33.7,-8.3,-19,3.3,10.28
2254-36,-5,1635,12.72,21.6,-5.9,-18.6,4.4,10.42
N 7424,6,938,10.3,29.6,-4.2,-10.5,2.1,10.01
2255-36,-2,2175,12.83,11,-7.7,-25,6,9.64
U12263,10,2938,23.55,51,35.8,6.4,15.8,0
N 7437,7,2345,31.47,16.2,13.9,-20.7,15.2,9.8
U12281,8,2793,31.1,24.5,16.3,-25.1,18,9.68
2256-37,5,1308,11.69,10.3,-5,-14.9,3.2,9.92
N 7448,4,2432,31.29,21.2,15.2,-21,15.8,10.48
N 7457,-2,971,32.21,15.1,8.3,-6.3,6.6,9.86
N 7463,3,2677,30.86,22.5,16.9,-23.2,17.2,10.28
N 7464,-2,2102,30.86,5.3,13.2,-18.1,13.4,9.38
N 7456,6,1205,10.28,20.6,-4.9,-13.6,2.6,9.97
N 7465,-2,2191,30.84,9.5,13.7,-18.9,14,9.82
2259-37,9,1384,11.53,8.9,-5,-15.8,3.4,0
N 7462,5,1061,9.54,13.3,-4.6,-12,2.2,9.58
N 7468,13,2322,30.7,8.4,14.9,-19.9,14.8,9.64
2300-46,9,1494,6.79,6.5,-7.8,-16.6,2.2,0
N 7479,5,2602,29.5,36,14.9,-23.9,15.9,10.64
U12344,7,1871,30.53,13.5,12.6,-15.5,11.8,0
U12350,9,2371,30.19,20.7,15.4,-20.3,14.8,9.73
N 7497,5,1945,29.46,23.9,13.2,-16.4,11.9,10.08
N 7496,3,1629,7.13,21.1,-7.6,-18.4,2.5,10.18
2307+18,10,2021,29.29,8.1,13.8,-17,12.3,0
N 7507,-5,1593,13.77,12.4,-2.9,-18.5,4.6,10.28
N 7518,1,839,26.19,4.7,3.9,-8.1,4.4,8.55
U12423,5,1082,26.21,9.5,5.1,-10.5,5.7,9.14
N 7537,4,2850,25.38,17.5,13,-29.1,15.1,10.12
N 7531,4,1568,6.25,24.8,-7.3,-17.7,2.1,10.18
N 7541,4,2695,25.34,26.3,12.3,-27.6,14.3,10.54
N 7552,2,1583,6.49,19.9,-7,-18.1,2.2,10.25
N 7582,2,1433,6.26,20,-6.2,-16.3,1.9,10.26
N 7590,4,1412,6.22,11.1,-6.1,-16.1,1.9,10.03
N 7606,3,2362,20.31,35.4,5.2,-26.6,10,10.7
N 7599,5,1638,6.15,22.4,-7.1,-18.8,2.2,10.28
N 7625,1,1869,26.65,10.7,12.7,-16.2,10.3,9.82
2318-42,10,-7,6.15,0.7,-0.3,-1,0.1,0
N 7632,-2,1573,5.59,10.7,-6.8,-18,1.9,0
N 7640,5,643,27.65,19.6,6.9,-3.3,4,9.98
U12578,12,2863,21.74,16.5,11.2,-30.9,13.1,9.49
U12588,8,698,27.13,5.7,7.5,-3.4,4.2,9.01
2323-32,10,82,9.32,0.4,-0.2,-1,0.2,0
2324+18,13,1766,25.41,3.2,12.6,-15.2,9.4,0
2324-37,10,686,7.08,2.9,-2.2,-7.8,1,0
N 7661,5,1858,-5.45,11.8,-15.4,-18,-2.3,0
U12613,10,39,24.32,1.2,0.6,-0.7,0.4,7.24
2326-41,4,1488,5.02,14.3,-5.9,-17.1,1.6,9.83
U12632,9,695,26.14,13.2,7.5,-3.5,4.1,9.27
N 7689,6,1895,-1.16,17.4,-12,-20.5,-0.5,10.13
N 7690,3,1317,-0.16,8.1,-7.7,-14.5,0,9.74
2331-36,7,706,6.24,25.5,-2,-8.1,0.9,9.57
U12682,10,1621,23.43,9.3,11.8,-14,7.9,9.24
U12690,10,2779,19.39,21,12.2,-29.9,11.4,0
N 7713,6,687,5.15,9.3,-2.1,-7.8,0.7,9.58
N 7714,3,2981,19.53,19.4,13.7,-32,12.3,10.2
N 7715,10,2934,19.51,23.3,13.5,-31.5,12.1,9.79
2333-39,7,1538,4.76,21.8,-5.2,-17.9,1.6,0
N 7716,3,2734,18.94,19.7,11.6,-29.7,10.9,10.13
U12709,9,2839,18.76,27.7,12.2,-30.9,11.3,9.68
U12710,10,2743,22.78,15,20.2,-24.2,13.2,9.58
2335-48,5,2786,0.81,38.7,-14.3,-31.9,0.5,0
2335+29,13,1559,24.29,2.9,14.2,-10.8,8.1,8.82
U12713,0,541,24.23,2.4,5,-3.7,2.8,8.06
N 7721,5,2148,16.36,18.3,6.3,-24.2,7.4,10.32
N 7723,3,1966,14.18,24.9,3.3,-22.8,5.8,10.31
N 7727,1,1929,14.2,23.1,3.6,-22.3,5.7,10.34
U12732,9,998,23.26,10.9,8.5,-7.5,4.9,9.3
N 7731,1,2972,18.68,16.1,14.8,-31.6,11.8,9.96
N 7741,6,990,22.51,13.6,8.6,-7.5,4.7,9.7
2341-32,9,282,6.08,2.7,-0.5,-3.2,0.4,0
N 7742,3,1818,19.75,13,11.2,-17.6,7.5,10.05
N 7743,-2,1995,19.54,20.7,12,-19.5,8.1,10.16
N 7744,-2,2952,1.6,25.9,-12.1,-34.8,1,10.4
2345-57,7,1801,-4.33,17.9,-12,-19.2,-1.7,0
N 7755,5,2988,5.84,36.7,-4.8,-36.5,3.8,10.69
U12791,10,1037,21.43,5.7,9,-7.9,4.7,8.39
2346-38,10,642,2.83,33.7,-1.9,-7.4,0.4,0
N 7764,10,1676,1.42,12,-5.9,-19.7,0.5,9.79
2349-52,10,492,-3.2,3,-2.8,-5.4,-0.3,0
U12843,8,1989,18.55,17.9,15.1,-17.7,7.8,9.73
U12846,9,1958,18.58,14.1,15,-17.3,7.7,0
2353-81,5,1725,-13.4,21.5,-18.3,-12.8,-5.3,0
U12856,10,1990,18.06,15,14.8,-18,7.6,9.65
N 7793,8,236,3.14,7,-0.4,-2.7,0.2,9.27
N 7798,12,2621,18.17,14.3,21.4,-22.4,10.2,10.18
N 7800,13,1949,16.99,16.7,13.9,-18.1,7,9.83
2359-15,10,-42,8.14,2.4,0.1,-1,0.1,7.86
